Price,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F
Datetime,,,,,
2025-01-22 15:30:00+00:00,2766.800048828125,2768.5,2764.89990234375,2766.300048828125,2903
2025-01-22 15:45:00+00:00,2770.5,2771.800048828125,2766.60009765625,2766.60009765625,3883
2025-01-22 16:00:00+00:00,2768.39990234375,2770.89990234375,2767.10009765625,2770.699951171875,2939
2025-01-22 16:15:00+00:00,2769.300048828125,2771.39990234375,2768.10009765625,2768.5,2107
2025-01-22 16:30:00+00:00,2770.699951171875,2773.0,2768.10009765625,2769.39990234375,2846
2025-01-22 16:45:00+00:00,2769.60009765625,2771.5,2769.199951171875,2770.699951171875,1309
2025-01-22 17:00:00+00:00,2769.0,2770.10009765625,2767.800048828125,2769.699951171875,1377
2025-01-22 17:15:00+00:00,2769.5,2769.89990234375,2768.199951171875,2769.0,961
2025-01-22 17:30:00+00:00,2770.199951171875,2770.699951171875,2767.60009765625,2769.39990234375,1456
2025-01-22 17:45:00+00:00,2768.199951171875,2770.300048828125,2767.800048828125,2770.199951171875,2088
2025-01-22 18:00:00+00:00,2767.10009765625,2768.800048828125,2765.800048828125,2768.300048828125,3516
2025-01-22 18:15:00+00:00,2770.800048828125,2771.5,2766.89990234375,2767.10009765625,5370
2025-01-22 18:30:00+00:00,2770.300048828125,2771.5,2769.800048828125,2770.89990234375,3103
2025-01-22 18:45:00+00:00,2769.60009765625,2770.39990234375,2769.10009765625,2770.300048828125,1086
2025-01-22 19:00:00+00:00,2768.800048828125,2769.800048828125,2768.60009765625,2769.5,524
2025-01-22 19:15:00+00:00,2767.699951171875,2768.800048828125,2767.300048828125,2768.60009765625,597
2025-01-22 19:30:00+00:00,2767.800048828125,2768.699951171875,2767.10009765625,2767.699951171875,579
2025-01-22 19:45:00+00:00,2767.0,2768.10009765625,2766.699951171875,2767.699951171875,565
2025-01-22 20:00:00+00:00,2768.10009765625,2768.10009765625,2766.60009765625,2766.89990234375,792
2025-01-22 20:15:00+00:00,2768.199951171875,2768.800048828125,2767.60009765625,2768.0,516
2025-01-22 20:30:00+00:00,2767.5,2768.300048828125,2766.39990234375,2768.10009765625,511
2025-01-22 20:45:00+00:00,2766.60009765625,2767.699951171875,2766.199951171875,2767.60009765625,969
2025-01-22 21:00:00+00:00,2766.39990234375,2767.199951171875,2766.0,2766.800048828125,470
2025-01-22 21:15:00+00:00,2765.5,2766.39990234375,2765.199951171875,2766.39990234375,581
2025-01-22 21:30:00+00:00,2766.0,2766.10009765625,2765.0,2765.60009765625,281
2025-01-22 21:45:00+00:00,2766.300048828125,2766.39990234375,2764.60009765625,2765.89990234375,412
2025-01-22 23:00:00+00:00,2764.699951171875,2766.39990234375,2763.89990234375,2765.89990234375,426
2025-01-22 23:15:00+00:00,2764.60009765625,2765.39990234375,2764.39990234375,2764.699951171875,129
2025-01-22 23:30:00+00:00,2764.300048828125,2764.89990234375,2763.10009765625,2764.800048828125,563
2025-01-22 23:45:00+00:00,2763.39990234375,2764.699951171875,2763.300048828125,2764.300048828125,1304
2025-01-23 00:00:00+00:00,2762.800048828125,2763.39990234375,2761.699951171875,2763.39990234375,1864
2025-01-23 00:15:00+00:00,2763.10009765625,2763.89990234375,2762.699951171875,2762.89990234375,425
2025-01-23 00:30:00+00:00,2765.10009765625,2765.10009765625,2763.0,2763.10009765625,370
2025-01-23 00:45:00+00:00,2765.199951171875,2765.5,2764.300048828125,2765.0,249
2025-01-23 01:00:00+00:00,2764.89990234375,2766.39990234375,2764.60009765625,2765.199951171875,929
2025-01-23 01:15:00+00:00,2763.89990234375,2765.300048828125,2763.10009765625,2764.699951171875,953
2025-01-23 01:30:00+00:00,2764.0,2765.60009765625,2763.300048828125,2764.10009765625,561
2025-01-23 01:45:00+00:00,2761.39990234375,2764.0,2760.300048828125,2764.0,2391
2025-01-23 02:00:00+00:00,2762.60009765625,2763.0,2760.89990234375,2761.10009765625,689
2025-01-23 02:15:00+00:00,2762.800048828125,2763.0,2761.89990234375,2762.60009765625,177
2025-01-23 02:30:00+00:00,2763.0,2764.10009765625,2761.60009765625,2762.699951171875,1024
2025-01-23 02:45:00+00:00,2762.10009765625,2763.39990234375,2761.60009765625,2762.89990234375,249
2025-01-23 03:00:00+00:00,2761.10009765625,2762.800048828125,2760.699951171875,2761.89990234375,520
2025-01-23 03:15:00+00:00,2760.5,2761.199951171875,2758.699951171875,2761.10009765625,1061
2025-01-23 03:30:00+00:00,2759.89990234375,2760.39990234375,2759.300048828125,2760.300048828125,502
2025-01-23 03:45:00+00:00,2760.10009765625,2760.199951171875,2759.39990234375,2759.89990234375,241
2025-01-23 04:00:00+00:00,2761.10009765625,2761.300048828125,2760.0,2760.199951171875,282
2025-01-23 04:15:00+00:00,2761.800048828125,2762.0,2760.89990234375,2760.89990234375,467
2025-01-23 04:30:00+00:00,2760.89990234375,2762.39990234375,2760.5,2761.699951171875,308
2025-01-23 04:45:00+00:00,2760.10009765625,2761.39990234375,2760.0,2761.0,196
2025-01-23 05:00:00+00:00,2762.199951171875,2762.199951171875,2760.199951171875,2760.39990234375,520
2025-01-23 05:15:00+00:00,2760.5,2762.39990234375,2760.10009765625,2762.10009765625,293
2025-01-23 05:30:00+00:00,2760.0,2761.10009765625,2759.5,2760.39990234375,858
2025-01-23 05:45:00+00:00,2760.699951171875,2761.199951171875,2759.699951171875,2760.0,582
2025-01-23 06:00:00+00:00,2762.89990234375,2763.39990234375,2759.800048828125,2760.699951171875,842
2025-01-23 06:15:00+00:00,2763.699951171875,2764.60009765625,2762.199951171875,2762.800048828125,677
2025-01-23 06:30:00+00:00,2763.0,2764.10009765625,2762.699951171875,2763.60009765625,662
2025-01-23 06:45:00+00:00,2761.699951171875,2763.39990234375,2761.5,2763.199951171875,794
2025-01-23 07:00:00+00:00,2760.699951171875,2763.39990234375,2760.199951171875,2761.89990234375,817
2025-01-23 07:15:00+00:00,2760.60009765625,2761.5,2760.0,2760.60009765625,672
2025-01-23 07:30:00+00:00,2759.39990234375,2761.800048828125,2759.0,2760.60009765625,776
2025-01-23 07:45:00+00:00,2760.800048828125,2761.89990234375,2759.199951171875,2759.300048828125,661
2025-01-23 08:00:00+00:00,2760.60009765625,2761.10009765625,2759.699951171875,2760.800048828125,735
2025-01-23 08:15:00+00:00,2761.60009765625,2762.60009765625,2760.5,2760.60009765625,1361
2025-01-23 08:30:00+00:00,2761.199951171875,2762.10009765625,2759.699951171875,2761.699951171875,2965
2025-01-23 08:45:00+00:00,2759.699951171875,2761.199951171875,2759.60009765625,2761.0,892
2025-01-23 09:00:00+00:00,2759.39990234375,2761.0,2759.10009765625,2759.800048828125,588
2025-01-23 09:15:00+00:00,2750.300048828125,2759.800048828125,2748.300048828125,2759.300048828125,5867
2025-01-23 09:30:00+00:00,2750.0,2751.5,2747.199951171875,2750.300048828125,3272
2025-01-23 09:45:00+00:00,2753.5,2755.39990234375,2749.60009765625,2750.300048828125,2488
2025-01-23 10:00:00+00:00,2754.0,2754.800048828125,2752.89990234375,2753.300048828125,1410
2025-01-23 10:15:00+00:00,2753.699951171875,2755.5,2753.300048828125,2754.0,2115
2025-01-23 10:30:00+00:00,2755.300048828125,2756.39990234375,2753.300048828125,2753.800048828125,955
2025-01-23 10:45:00+00:00,2757.699951171875,2759.0,2755.39990234375,2755.39990234375,1837
2025-01-23 11:00:00+00:00,2758.300048828125,2760.39990234375,2757.0,2757.800048828125,1980
2025-01-23 11:15:00+00:00,2761.300048828125,2761.800048828125,2756.800048828125,2758.300048828125,2182
2025-01-23 11:30:00+00:00,2760.800048828125,2761.800048828125,2759.5,2761.39990234375,2435
2025-01-23 11:45:00+00:00,2758.699951171875,2761.39990234375,2758.699951171875,2760.699951171875,2859
2025-01-23 12:00:00+00:00,2755.0,2759.60009765625,2751.800048828125,2758.699951171875,2554
2025-01-23 12:15:00+00:00,2751.39990234375,2756.0,2750.0,2755.0,3771
2025-01-23 12:30:00+00:00,2749.800048828125,2752.39990234375,2748.10009765625,2751.5,2806
2025-01-23 12:45:00+00:00,2751.89990234375,2753.800048828125,2749.60009765625,2749.89990234375,2771
2025-01-23 13:00:00+00:00,2746.10009765625,2752.89990234375,2746.0,2751.699951171875,3910
2025-01-23 13:15:00+00:00,2746.800048828125,2750.199951171875,2742.5,2746.10009765625,8909
2025-01-23 13:30:00+00:00,2743.5,2748.60009765625,2741.0,2746.89990234375,5534
2025-01-23 13:45:00+00:00,2748.10009765625,2748.699951171875,2743.199951171875,2743.60009765625,4937
2025-01-23 14:00:00+00:00,2747.300048828125,2751.199951171875,2746.300048828125,2748.199951171875,4573
2025-01-23 14:15:00+00:00,2749.699951171875,2751.89990234375,2747.300048828125,2747.300048828125,3957
2025-01-23 14:30:00+00:00,2746.0,2753.89990234375,2745.89990234375,2749.800048828125,5683
2025-01-23 14:45:00+00:00,2752.39990234375,2753.300048828125,2745.199951171875,2746.10009765625,7149
2025-01-23 15:00:00+00:00,2749.699951171875,2753.10009765625,2747.5,2752.39990234375,3157
2025-01-23 15:15:00+00:00,2749.39990234375,2751.699951171875,2748.300048828125,2749.800048828125,4853
2025-01-23 15:30:00+00:00,2755.699951171875,2756.0,2749.0,2749.199951171875,5294
2025-01-23 15:45:00+00:00,2751.800048828125,2756.0,2751.10009765625,2755.5,4877
2025-01-23 16:00:00+00:00,2752.300048828125,2754.199951171875,2749.300048828125,2751.699951171875,3946
2025-01-23 16:15:00+00:00,2757.699951171875,2758.800048828125,2751.89990234375,2752.0,5485
2025-01-23 16:30:00+00:00,2762.10009765625,2762.39990234375,2757.800048828125,2757.800048828125,5121
2025-01-23 16:45:00+00:00,2760.699951171875,2765.199951171875,2760.0,2762.199951171875,3914
2025-01-23 17:00:00+00:00,2762.39990234375,2762.800048828125,2759.0,2760.699951171875,6622
2025-01-23 17:15:00+00:00,2762.39990234375,2762.699951171875,2760.89990234375,2762.300048828125,2086
2025-01-23 17:30:00+00:00,2766.60009765625,2766.699951171875,2762.5,2762.5,3981
2025-01-23 17:45:00+00:00,2765.10009765625,2767.10009765625,2764.89990234375,2766.60009765625,1603
2025-01-23 18:00:00+00:00,2763.699951171875,2765.699951171875,2762.300048828125,2765.199951171875,1406
2025-01-23 18:15:00+00:00,2765.0,2765.39990234375,2762.60009765625,2763.60009765625,1833
2025-01-23 18:30:00+00:00,2764.10009765625,2766.699951171875,2763.199951171875,2765.0,3209
2025-01-23 18:45:00+00:00,2764.0,2764.5,2763.199951171875,2763.89990234375,722
2025-01-23 19:00:00+00:00,2763.199951171875,2764.699951171875,2763.10009765625,2764.0,2613
2025-01-23 19:15:00+00:00,2764.5,2766.5,2763.199951171875,2763.39990234375,6286
2025-01-23 19:30:00+00:00,2764.39990234375,2765.39990234375,2763.300048828125,2764.5,730
2025-01-23 19:45:00+00:00,2763.0,2765.0,2762.60009765625,2764.10009765625,1063
2025-01-23 20:00:00+00:00,2762.800048828125,2763.89990234375,2760.800048828125,2763.0,1283
2025-01-23 20:15:00+00:00,2762.300048828125,2763.300048828125,2761.39990234375,2762.5,739
2025-01-23 20:30:00+00:00,2761.10009765625,2762.5,2760.300048828125,2762.300048828125,896
2025-01-23 20:45:00+00:00,2762.0,2762.39990234375,2761.0,2761.300048828125,824
2025-01-23 21:00:00+00:00,2760.60009765625,2762.199951171875,2760.5,2761.89990234375,643
2025-01-23 21:15:00+00:00,2761.199951171875,2761.699951171875,2759.800048828125,2760.699951171875,397
2025-01-23 21:30:00+00:00,2761.39990234375,2761.5,2760.39990234375,2761.199951171875,262
2025-01-23 21:45:00+00:00,2762.10009765625,2762.10009765625,2760.800048828125,2761.0,324
2025-01-23 23:00:00+00:00,2761.89990234375,2762.39990234375,2761.0,2761.800048828125,103
2025-01-23 23:15:00+00:00,2761.800048828125,2761.89990234375,2761.39990234375,2761.699951171875,82
2025-01-23 23:30:00+00:00,2762.5,2762.699951171875,2761.199951171875,2761.800048828125,488
2025-01-23 23:45:00+00:00,2762.199951171875,2762.39990234375,2761.60009765625,2762.39990234375,153
2025-01-24 00:00:00+00:00,2764.699951171875,2764.89990234375,2762.0,2762.0,877
2025-01-24 00:15:00+00:00,2764.5,2765.0,2763.89990234375,2764.699951171875,486
2025-01-24 00:30:00+00:00,2767.60009765625,2767.699951171875,2764.5,2764.5,917
2025-01-24 00:45:00+00:00,2767.699951171875,2769.0,2767.10009765625,2767.699951171875,868
2025-01-24 01:00:00+00:00,2769.800048828125,2770.39990234375,2767.10009765625,2767.699951171875,1766
2025-01-24 01:15:00+00:00,2767.39990234375,2770.0,2767.10009765625,2769.800048828125,884
2025-01-24 01:30:00+00:00,2766.60009765625,2768.89990234375,2766.5,2767.39990234375,849
2025-01-24 01:45:00+00:00,2770.699951171875,2771.0,2766.5,2766.60009765625,908
2025-01-24 02:00:00+00:00,2777.39990234375,2777.699951171875,2770.800048828125,2770.800048828125,3585
2025-01-24 02:15:00+00:00,2776.39990234375,2779.5,2775.300048828125,2777.300048828125,2756
2025-01-24 02:30:00+00:00,2780.300048828125,2780.800048828125,2775.89990234375,2776.39990234375,2000
2025-01-24 02:45:00+00:00,2781.300048828125,2782.800048828125,2779.699951171875,2780.5,1594
2025-01-24 03:00:00+00:00,2781.89990234375,2784.89990234375,2781.199951171875,2781.199951171875,1845
2025-01-24 03:15:00+00:00,2779.300048828125,2781.800048828125,2779.10009765625,2781.800048828125,1614
2025-01-24 03:30:00+00:00,2780.5,2780.800048828125,2778.699951171875,2779.39990234375,944
2025-01-24 03:45:00+00:00,2780.39990234375,2782.300048828125,2780.10009765625,2780.5,567
2025-01-24 04:00:00+00:00,2780.39990234375,2781.0,2779.10009765625,2780.0,516
2025-01-24 04:15:00+00:00,2779.10009765625,2781.0,2777.5,2780.39990234375,991
2025-01-24 04:30:00+00:00,2779.39990234375,2782.300048828125,2778.60009765625,2779.300048828125,1117
2025-01-24 04:45:00+00:00,2779.60009765625,2781.199951171875,2779.0,2779.5,468
2025-01-24 05:00:00+00:00,2780.89990234375,2781.699951171875,2779.5,2779.5,528
2025-01-24 05:15:00+00:00,2781.60009765625,2781.699951171875,2780.199951171875,2781.0,468
2025-01-24 05:30:00+00:00,2782.699951171875,2783.5,2780.60009765625,2781.5,2194
2025-01-24 05:45:00+00:00,2782.199951171875,2783.300048828125,2780.300048828125,2782.60009765625,667
2025-01-24 06:00:00+00:00,2784.60009765625,2785.300048828125,2781.199951171875,2782.300048828125,1598
2025-01-24 06:15:00+00:00,2783.0,2785.300048828125,2782.60009765625,2784.699951171875,761
2025-01-24 06:30:00+00:00,2781.89990234375,2783.699951171875,2781.800048828125,2783.0,725
2025-01-24 06:45:00+00:00,2779.60009765625,2782.0,2778.60009765625,2781.800048828125,1400
2025-01-24 07:00:00+00:00,2778.39990234375,2781.0,2777.5,2779.5,831
2025-01-24 07:15:00+00:00,2778.199951171875,2779.199951171875,2777.60009765625,2778.39990234375,568
2025-01-24 07:30:00+00:00,2780.699951171875,2780.89990234375,2777.89990234375,2778.10009765625,701
2025-01-24 07:45:00+00:00,2779.699951171875,2781.89990234375,2778.89990234375,2780.60009765625,851
2025-01-24 08:00:00+00:00,2778.0,2779.89990234375,2776.699951171875,2779.800048828125,1645
2025-01-24 08:15:00+00:00,2778.300048828125,2778.699951171875,2776.300048828125,2778.0,2422
2025-01-24 08:30:00+00:00,2778.300048828125,2778.800048828125,2776.60009765625,2778.39990234375,1337
2025-01-24 08:45:00+00:00,2780.89990234375,2782.199951171875,2777.39990234375,2778.300048828125,1647
2025-01-24 09:00:00+00:00,2781.800048828125,2782.699951171875,2779.89990234375,2780.89990234375,1198
2025-01-24 09:15:00+00:00,2783.5,2784.39990234375,2781.60009765625,2781.699951171875,1273
2025-01-24 09:30:00+00:00,2777.60009765625,2784.300048828125,2777.5,2783.39990234375,2499
2025-01-24 09:45:00+00:00,2779.0,2779.800048828125,2777.300048828125,2777.60009765625,996
2025-01-24 10:00:00+00:00,2779.60009765625,2780.89990234375,2778.199951171875,2779.0,770
2025-01-24 10:15:00+00:00,2780.5,2780.800048828125,2777.60009765625,2779.39990234375,998
2025-01-24 10:30:00+00:00,2780.89990234375,2781.5,2778.699951171875,2780.39990234375,1645
2025-01-24 10:45:00+00:00,2783.10009765625,2783.5,2780.5,2781.0,1698
2025-01-24 11:00:00+00:00,2781.0,2783.699951171875,2780.300048828125,2783.0,1379
2025-01-24 11:15:00+00:00,2783.60009765625,2784.199951171875,2780.699951171875,2781.10009765625,4409
2025-01-24 11:30:00+00:00,2783.60009765625,2786.89990234375,2783.39990234375,2783.699951171875,2103
2025-01-24 11:45:00+00:00,2782.89990234375,2784.800048828125,2781.39990234375,2783.5,1367
2025-01-24 12:00:00+00:00,2784.300048828125,2784.300048828125,2782.0,2782.800048828125,1001
2025-01-24 12:15:00+00:00,2785.60009765625,2786.199951171875,2784.0,2784.300048828125,2057
2025-01-24 12:30:00+00:00,2785.39990234375,2786.10009765625,2783.5,2785.699951171875,1170
2025-01-24 12:45:00+00:00,2785.89990234375,2786.300048828125,2784.300048828125,2785.39990234375,1475
2025-01-24 13:00:00+00:00,2789.300048828125,2789.60009765625,2785.0,2785.89990234375,4812
2025-01-24 13:15:00+00:00,2789.300048828125,2791.300048828125,2788.39990234375,2789.199951171875,5272
2025-01-24 13:30:00+00:00,2792.10009765625,2792.60009765625,2787.89990234375,2789.39990234375,4755
2025-01-24 13:45:00+00:00,2790.0,2792.800048828125,2788.89990234375,2792.0,2639
2025-01-24 14:00:00+00:00,2786.199951171875,2791.89990234375,2786.10009765625,2790.10009765625,4288
2025-01-24 14:15:00+00:00,2781.699951171875,2788.0,2781.10009765625,2786.10009765625,7773
2025-01-24 14:30:00+00:00,2785.800048828125,2786.60009765625,2780.300048828125,2781.5,6942
2025-01-24 14:45:00+00:00,2785.699951171875,2789.89990234375,2783.0,2786.0,6526
2025-01-24 15:00:00+00:00,2792.0,2792.39990234375,2783.300048828125,2785.60009765625,6581
2025-01-24 15:15:00+00:00,2793.699951171875,2794.800048828125,2789.800048828125,2791.89990234375,6418
2025-01-24 15:30:00+00:00,2789.89990234375,2794.39990234375,2789.5,2793.89990234375,4243
2025-01-24 15:45:00+00:00,2782.60009765625,2790.199951171875,2782.199951171875,2789.89990234375,6034
2025-01-24 16:00:00+00:00,2781.800048828125,2785.10009765625,2781.199951171875,2782.60009765625,7088
2025-01-24 16:15:00+00:00,2782.800048828125,2783.39990234375,2780.5,2781.699951171875,4715
2025-01-24 16:30:00+00:00,2782.699951171875,2785.0,2781.89990234375,2782.800048828125,4751
2025-01-24 16:45:00+00:00,2778.39990234375,2782.89990234375,2775.699951171875,2782.699951171875,6439
2025-01-24 17:00:00+00:00,2779.0,2781.10009765625,2776.800048828125,2778.39990234375,2646
2025-01-24 17:15:00+00:00,2782.5,2783.0,2778.699951171875,2779.10009765625,2081
2025-01-24 17:30:00+00:00,2782.60009765625,2783.5,2781.39990234375,2782.5,1875
2025-01-24 17:45:00+00:00,2779.300048828125,2782.60009765625,2779.0,2782.5,1957
2025-01-24 18:00:00+00:00,2779.5,2780.39990234375,2777.39990234375,2779.300048828125,1831
2025-01-24 18:15:00+00:00,2779.0,2780.300048828125,2778.0,2779.39990234375,4799
2025-01-24 18:30:00+00:00,2780.300048828125,2781.10009765625,2778.300048828125,2779.0,2350
2025-01-24 18:45:00+00:00,2780.300048828125,2781.199951171875,2779.89990234375,2780.5,1054
2025-01-24 19:00:00+00:00,2779.89990234375,2780.60009765625,2778.60009765625,2780.39990234375,1023
2025-01-24 19:15:00+00:00,2779.10009765625,2780.0,2778.300048828125,2780.0,572
2025-01-24 19:30:00+00:00,2782.0,2782.300048828125,2779.0,2779.10009765625,807
2025-01-24 19:45:00+00:00,2782.0,2783.199951171875,2781.5,2782.10009765625,709
2025-01-24 20:00:00+00:00,2781.89990234375,2782.300048828125,2780.39990234375,2782.0,777
2025-01-24 20:15:00+00:00,2780.60009765625,2782.0,2780.5,2781.89990234375,633
2025-01-24 20:30:00+00:00,2780.10009765625,2781.5,2779.60009765625,2780.800048828125,631
2025-01-24 20:45:00+00:00,2777.699951171875,2780.199951171875,2777.39990234375,2780.199951171875,1347
2025-01-24 21:00:00+00:00,2777.800048828125,2779.0,2777.699951171875,2777.699951171875,554
2025-01-24 21:15:00+00:00,2777.800048828125,2778.0,2776.89990234375,2777.800048828125,347
2025-01-24 21:30:00+00:00,2777.89990234375,2778.10009765625,2777.199951171875,2777.699951171875,335
2025-01-24 21:45:00+00:00,2777.39990234375,2778.39990234375,2777.10009765625,2777.89990234375,632
2025-01-26 23:00:00+00:00,2772.800048828125,2778.10009765625,2766.300048828125,2778.10009765625,1894
2025-01-26 23:15:00+00:00,2773.300048828125,2773.89990234375,2771.699951171875,2772.800048828125,689
2025-01-26 23:30:00+00:00,2773.0,2773.300048828125,2771.10009765625,2773.300048828125,374
2025-01-26 23:45:00+00:00,2772.60009765625,2774.10009765625,2772.10009765625,2773.199951171875,400
2025-01-27 00:00:00+00:00,2772.800048828125,2773.5,2771.10009765625,2772.800048828125,689
2025-01-27 00:15:00+00:00,2772.199951171875,2772.89990234375,2771.300048828125,2772.800048828125,463
2025-01-27 00:30:00+00:00,2772.10009765625,2773.199951171875,2771.699951171875,2772.39990234375,385
2025-01-27 00:45:00+00:00,2774.89990234375,2775.89990234375,2772.199951171875,2772.199951171875,726
2025-01-27 01:00:00+00:00,2776.0,2777.800048828125,2774.300048828125,2774.800048828125,1500
2025-01-27 01:15:00+00:00,2774.10009765625,2776.800048828125,2773.199951171875,2775.800048828125,862
2025-01-27 01:30:00+00:00,2767.60009765625,2774.5,2767.300048828125,2774.10009765625,1585
2025-01-27 01:45:00+00:00,2767.800048828125,2770.0,2767.39990234375,2767.60009765625,883
2025-01-27 02:00:00+00:00,2763.39990234375,2769.10009765625,2762.39990234375,2768.0,2195
2025-01-27 02:15:00+00:00,2762.0,2764.5,2757.60009765625,2763.39990234375,3616
2025-01-27 02:30:00+00:00,2762.10009765625,2763.199951171875,2759.199951171875,2761.800048828125,910
2025-01-27 02:45:00+00:00,2761.5,2762.800048828125,2760.39990234375,2762.300048828125,514
2025-01-27 03:00:00+00:00,2763.60009765625,2763.89990234375,2760.199951171875,2761.60009765625,631
2025-01-27 03:15:00+00:00,2766.199951171875,2767.60009765625,2763.800048828125,2763.800048828125,1171
2025-01-27 03:30:00+00:00,2766.10009765625,2767.300048828125,2764.89990234375,2766.199951171875,611
2025-01-27 03:45:00+00:00,2766.199951171875,2766.800048828125,2765.10009765625,2766.199951171875,303
2025-01-27 04:00:00+00:00,2764.89990234375,2766.199951171875,2764.5,2766.199951171875,296
2025-01-27 04:15:00+00:00,2763.10009765625,2764.800048828125,2762.60009765625,2764.800048828125,445
2025-01-27 04:30:00+00:00,2761.199951171875,2763.300048828125,2760.60009765625,2763.300048828125,633
2025-01-27 04:45:00+00:00,2763.10009765625,2763.89990234375,2761.39990234375,2761.39990234375,338
2025-01-27 05:00:00+00:00,2761.39990234375,2763.199951171875,2760.699951171875,2763.199951171875,426
2025-01-27 05:15:00+00:00,2761.0,2762.800048828125,2760.800048828125,2761.300048828125,331
2025-01-27 05:30:00+00:00,2759.300048828125,2762.10009765625,2759.0,2761.0,909
2025-01-27 05:45:00+00:00,2758.60009765625,2761.199951171875,2758.10009765625,2759.5,877
2025-01-27 06:00:00+00:00,2757.39990234375,2759.0,2756.800048828125,2758.60009765625,879
2025-01-27 06:15:00+00:00,2757.89990234375,2758.199951171875,2755.800048828125,2757.39990234375,676
